"","redProfileRMeans","greenProfileRMeans","blueProfileRMeans","grayProfileRMeans"
"1",0.389397240377633,0.469317356572259,0.97244008714597,0.488651801016703
"2",0.4039941902687,0.472403776325345,0.972258533042847,0.493949411764706
"3",0.425526506899056,0.473747276688453,0.969099491648511,0.499259970951344
"4",0.449491648511256,0.473093681917211,0.962817719680465,0.503433965141612
"5",0.47643427741467,0.473674655047204,0.956100217864924,0.509092476397967
"6",0.499128540305011,0.474618736383442,0.944226579520697,0.513735206971678
"7",0.511510530137981,0.471060275962237,0.929738562091503,0.512776572258533
"8",0.515286855482934,0.465795206971678,0.911873638344227,0.508523994190269
"9",0.512200435729848,0.45918663761801,0.897930283224401,0.502134662309368
"10",0.505301379811184,0.453413217138707,0.88841684822077,0.495851902687001
"11",0.498620188816267,0.448765432098765,0.887037037037037,0.49100776325345
"12",0.491938997821351,0.445497458242556,0.893028322440087,0.48768265795207
"13",0.483769063180828,0.438344226579521,0.898547567175018,0.481228228031954
"14",0.476761074800291,0.430573710965868,0.906535947712418,0.474757618010167
"15",0.472004357298475,0.42483660130719,0.913507625272331,0.47014651416122
"16",0.469281045751634,0.420915032679739,0.917029774872912,0.467017131445171
"17",0.453776325344953,0.404901960784314,0.941539578794481,0.45403788671024
"18",0.443572984749455,0.395570079883805,0.934604212055192,0.444693761801017
"19",0.429084967320261,0.382752360203341,0.92483660130719,0.431741154684096
"20",0.417501815541031,0.371713870733479,0.91637618010167,0.420773006535948
"21",0.39720406681191,0.353304284676834,0.897167755991285,0.401904320987654
"22",0.37763253449528,0.332171387073348,0.873819898329702,0.380943449527959
"23",0.375744371822803,0.328976034858388,0.864669571532317,0.37759605664488
"24",0.386673928830792,0.334241103848947,0.860021786492375,0.383349687726943
"25",0.396187363834423,0.336673928830792,0.850726216412491,0.386441060275962
"26",0.414814814814815,0.349782135076253,0.847930283224401,0.399574379084967
"27",0.444117647058824,0.371604938271605,0.853885257806826,0.421841779230211
"28",0.468082788671024,0.389360929557008,0.853449527959332,0.439604393609296
"29",0.486092955700799,0.402868554829339,0.853267973856209,0.453080900508351
"30",0.501851851851852,0.41437908496732,0.852323892519971,0.464595410312273
"31",0.510929557007988,0.422076978939724,0.850653594771242,0.471910268700073
"32",0.518663761801017,0.427342047930283,0.852033405954975,0.477419760348584
"33",0.535439360929557,0.42875816993464,0.84680464778504,0.481621546840959
"34",0.546986201888163,0.434132171387073,0.857298474945534,0.488677545388526
"35",0.564560639070443,0.439469862018882,0.872694262890341,0.497342962962963
"36",0.584095860566449,0.441466957153232,0.888707334785766,0.504080617283951
"37",0.602287581699346,0.43921568627451,0.902941176470588,0.507365751633987
"38",0.621350762527233,0.436310820624546,0.916811909949165,0.510342490922295
"39",0.646332607116921,0.437690631808279,0.935148874364561,0.51796440087146
"40",0.6699709513435,0.439034132171387,0.952614379084967,0.525211793754539
"41",0.685947712418301,0.432752360203341,0.965032679738562,0.525012331154684
"42",0.704103122730574,0.430355846042121,0.978576615831518,0.52813605664488
"43",0.720043572984749,0.427523602033406,0.986347131445171,0.530060406681191
"44",0.736274509803922,0.426579520697168,0.991140159767611,0.53318195352215
"45",0.753376906318083,0.428576615831518,0.996187363834423,0.538610653594771
"46",0.764342774146696,0.427959331880901,0.997385620915033,0.540587029774873
"47",0.770225127087872,0.425671750181554,0.996187363834423,0.540115025417575
"48",0.775671750181554,0.426579520697168,0.996659404502542,0.541956296296296
"49",0.779738562091503,0.42563543936093,0.996913580246914,0.542164045025418
"50",0.7800290486565,0.425998547567175,0.997639796659404,0.542537930283224
"51",0.778794480755265,0.425054466230937,0.997276688453159,0.541574037763253
"52",0.776906318082789,0.423420479302832,0.9960058097313,0.539912229484386
"53",0.776216412490922,0.422839506172839,0.996623093681917,0.539394611474219
"54",0.77763253449528,0.424255628177197,0.997131445170661,0.540745192447349
"55",0.777741466957153,0.425054466230937,0.998184458968773,0.541415708061002
"56",0.77716049382716,0.42483660130719,0.99680464778504,0.541036753812636
"57",0.776688453159041,0.42436456063907,0.997312999273784,0.540635497458243
"58",0.776107480029049,0.4239651416122,0.998075526506899,0.54028137254902
"59",0.775453885257807,0.42316630355846,0.998293391430646,0.539586819172113
"60",0.774146695715323,0.422403776325345,0.997567175018155,0.538711118373275
"61",0.773311546840959,0.421641249092229,0.996623093681917,0.537920043572985
"62",0.772040668119099,0.420588235294118,0.996659404502542,0.536899360929557
"63",0.770588235294118,0.419426289034132,0.996332607116921,0.535735954974582
"64",0.76957153231663,0.418554829339143,0.995388525780683,0.534828373275236
"65",0.765323166303558,0.418700072621641,0.996840958605664,0.534133914306463
"66",0.764342774146696,0.418046477850399,0.997276688453159,0.533489491648511
"67",0.763870733478577,0.418046477850399,0.996913580246914,0.533362919389978
"68",0.76358024691358,0.418191721132898,0.997095134350036,0.533418148148148
"69",0.76278140885984,0.417755991285403,0.99640522875817,0.532886870007262
"70",0.762599854756718,0.418046477850399,0.995860566448802,0.533016702977487
"71",0.759949164851126,0.418445896877269,0.99520697167756,0.532691641249092
"72",0.758678286129266,0.417647058823529,0.995642701525055,0.531881583151779
"73",0.75718954248366,0.416630355846042,0.99440813362382,0.530748794480755
"74",0.758169934640523,0.417066085693537,0.997349310094408,0.531481212781409
"75",0.757480029048657,0.416702977487291,0.996623093681917,0.531022411038489
"76",0.755954974582426,0.415323166303558,0.99640522875817,0.529695613652869
"77",0.754284676833696,0.415541031227306,0.99680464778504,0.529525163398693
"78",0.754974582425563,0.415468409586057,0.997930283224401,0.529701169208424
"79",0.755083514887436,0.415722585330428,0.998438634713145,0.52994281771968
"80",0.754030501089325,0.414669571532317,0.997240377632534,0.528879317356572
"81",0.758460421205519,0.414052287581699,0.996659404502542,0.529337690631808
"82",0.758714596949891,0.412127814088598,0.998184458968773,0.528125453885258
"83",0.760275962236747,0.409912854030501,0.996877269426289,0.526778881626725
"84",0.764342774146696,0.407661583151779,0.996877269426289,0.526033376906318
"85",0.768809005083515,0.406245461147422,0.997494553376906,0.526014655047204
"86",0.774001452432825,0.404611474219317,0.997676107480029,0.525963050108933
"87",0.778213507625272,0.402469135802469,0.997821350762527,0.525336819172113
"88",0.780973129992738,0.398983297022513,0.997131445170661,0.523380631808279
"89",0.784931009440813,0.398583877995643,0.996877269426289,0.523918061002179
"90",0.786673928830792,0.396623093681917,0.997530864197531,0.522933442265795
"91",0.787835875090777,0.395279593318809,0.996768336964415,0.522164546114742
"92",0.789360929557008,0.39440813362382,0.997095134350036,0.521889099491649
"93",0.789941902687001,0.393572984749455,0.997058823529412,0.52141269426289
"94",0.789106753812636,0.391902687000726,0.996441539578794,0.519995976761075
"95",0.787182280319535,0.390704429920116,0.995896877269426,0.518690515613653
"96",0.786637618010167,0.389869281045752,0.994952795933188,0.517909259259259
"97",0.781408859840232,0.38881626724764,0.995061728395062,0.516052374727669
"98",0.780610021786492,0.389687726942629,0.997312999273784,0.516668351488744
"99",0.776289034132171,0.390704429920116,0.997022512708787,0.516455882352941
"100",0.768627450980392,0.390123456790123,0.99680464778504,0.514395787944808
"101",0.762708787218591,0.388779956427015,0.995134350036311,0.512056013071895
"102",0.75679012345679,0.390595497458243,0.995170660856935,0.512098801742919
"103",0.751561365286855,0.390777051561365,0.996877269426289,0.511240232389252
"104",0.745061728395062,0.392374727668845,0.996550472040668,0.510977472766885
"105",0.735112563543936,0.394190268700073,0.996042120551924,0.510124052287582
"106",0.725780682643428,0.395388525780683,0.996514161220044,0.509031169208424
"107",0.715758896151053,0.39560639070443,0.995679012345679,0.50699605664488
"108",0.706427015250545,0.398838053740015,0.99640522875817,0.507375816993464
"109",0.697567175018155,0.402578068264343,0.997712418300654,0.508261452432825
"110",0.689832970225127,0.405555555555556,0.996768336964415,0.508678496732026
"111",0.685330428467683,0.407007988380537,0.997857661583152,0.508838685548293
"112",0.68202614379085,0.408097312999274,0.997676107480029,0.508902171387073
"113",0.65439360929557,0.420079883805374,0.997349310094408,0.511573834422658
"114",0.65159767610748,0.419535221496006,0.997821350762527,0.510623957879448
"115",0.647131445170661,0.418809005083515,0.997095134350036,0.509102614379085
